Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2000-01-03,0.8410475850105286,0.8452737254172048,0.7640336296269649,0.787983229909197,535796800
2000-01-04,0.7701389193534851,0.8311859281763898,0.760277188548358,0.8133415483167534,512377600
2000-01-05,0.7814083695411682,0.8307162131584468,0.7738953040304676,0.779530090623911,778321600
2000-01-06,0.713786780834198,0.8039495127008364,0.713786780834198,0.7973755595969272,767972800
2000-01-07,0.7475979924201965,0.7588684699341154,0.7175440712136556,0.7250571377090287,460734400
2000-01-10,0.7344494462013245,0.7682599331141596,0.711908586570413,0.7663816535407814,505064000
2000-01-11,0.6968812346458435,0.7466586519943053,0.6799760250734774,0.7208308291016846,441548800
2000-01-12,0.655087411403656,0.7175439581620455,0.6499213043660624,0.7137865477354933,976068800
2000-01-13,0.7269353866577148,0.7419623727524206,0.6950031854116815,0.7099123495746988,1032684800
2000-01-14,0.7546414732933044,0.768259711019861,0.7466588250328903,0.7513544975297026,390376000
2000-01-18,0.7809390425682068,0.7964364151541967,0.7546416260689349,0.758868569815934,459177600
2000-01-19,0.8006623983383179,0.8170980808026621,0.776712796710261,0.7936180615035864,597643200
2000-01-20,0.8527878522872925,0.9128957058055908,0.8527878522872925,0.867814790587695,1831132800
2000-01-21,0.8363518714904785,0.8584223891062246,0.8278988387162247,0.8584223891062246,495924800
2000-01-24,0.7983145117759705,0.847151922079192,0.7898614287509246,0.8147501425330667,440876800
2000-01-25,0.843395471572876,0.8499703266133588,0.7691997557497006,0.7889224148543693,497145600
2000-01-26,0.8278987407684326,0.8579527053231903,0.8246118156751591,0.8264900442546516,367158400
2000-01-27,0.8264901638031006,0.8490310668253682,0.8039493109391634,0.8175675485142607,340144000
2000-01-28,0.76356440782547,0.8330645274389304,0.756051338228496,0.8128723284190944,423348800
2000-01-31,0.7795301079750061,0.7804692725337031,0.7100300747732394,0.7588683873670126,701680000
2000-02-01,0.7532325983047485,0.7889222010959372,0.7513543697521058,0.7814082837189119,318035200
2000-02-02,0.7424319386482239,0.7673206549847114,0.7288136497268461,0.7569901947688038,464195200
2000-02-03,0.7762434482574463,0.7832877867594003,0.7532329556829963,0.753702538123116,475193600
2000-02-04,0.8114632964134216,0.8264902319449925,0.7785910786745449,0.7809389401695792,425320000
2000-02-07,0.8570137619972229,0.8584225090328048,0.7959667530052622,0.8114633215050175,441067200
2000-02-08,0.8631190657615662,0.8725103117367068,0.8358824862268017,0.8565442104755394,408643200
2000-02-09,0.8462128639221191,0.880024197107524,0.8448042172074587,0.8574833417561449,299364800
2000-02-10,0.8527878522872925,0.8556052464737927,0.8264903842323515,0.848092128432,302982400
2000-02-11,0.8170982003211975,0.8574834401624912,0.8133416414565394,0.853726881297833,212251200
2000-02-14,0.8701621294021606,0.8706317115641291,0.8161586258679691,0.8213238791746714,367539200
2000-02-15,0.8941124081611633,0.9011567478924342,0.865467172098092,0.8659367546201592,485744000
2000-02-16,0.8574831485748291,0.8875379165556837,0.8424562160093261,0.8847197209112184,378246400
2000-02-17,0.8631190657615662,0.8678146887491365,0.8499703583562762,0.8654668772553513,289497600
2000-02-18,0.835882306098938,0.8668753372182669,0.8330640601586273,0.8612405507207764,233441600
2000-02-22,0.8551353812217712,0.8786153971658855,0.801601398300471,0.8274292753956798,422296000
2000-02-23,0.8734495639801025,0.8941121931493127,0.8340034378117505,0.8507917362346331,473099200
2000-02-24,0.8655840754508972,0.8950515050290665,0.8396392167368906,0.8814332116595842,376432000
2000-02-25,0.8293076157569885,0.8790850977585826,0.8274293867732836,0.8626494154303097,249144000
2000-02-28,0.8509091734886169,0.8640578770419737,0.8142805060173879,0.8274292095707446,328328000
2000-02-29,0.8612406253814697,0.8809632826823308,0.8457433059451092,0.8532571243541538,368961600
2000-03-01,0.9791086912155151,0.9922573982602323,0.8903555205637164,0.8908251029129315,1077003200
2000-03-02,0.916653037071228,0.9612644687145281,0.906791305052487,0.9542209333226714,311259200
2000-03-03,0.9617339968681335,0.9634953573047227,0.9016261424567027,0.9382539728091512,323366400
2000-03-06,0.9443589448928833,0.9701867725061223,0.9391928376602845,0.9467067559471328,210560000
2000-03-07,0.923226535320282,0.9575074381913604,0.9100778332829306,0.949993521565371,273011200
2000-03-08,0.916653037071228,0.9312104927901018,0.8908252024452527,0.923226990061403,271230400
2000-03-09,0.9185312390327454,0.9391929621521371,0.8884772672848188,0.9081999260480305,276718400
2000-03-10,0.9448285698890686,0.961264251178558,0.9091389110043067,0.9143050184704996,248606400
2000-03-13,0.911486804485321,0.9504633380351211,0.8978685169205302,0.9175919761051423,303956800
2000-03-14,0.8584225177764893,0.9335582016896559,0.8565441883765812,0.9107825047073699,428579200
2000-03-15,0.8734495639801025,0.9035043429156293,0.8574834611191395,0.8687539405220331,443609600
2000-03-16,0.9133652448654175,0.9166530238465505,0.8603008291739892,0.8814330401116393,378100800
2000-03-17,0.9391932487487793,0.9391932487487792,0.8988079516924862,0.9025654140638539,305043200
2000-03-20,0.924165666103363,0.9485847406098324,0.9194699448866458,0.9279230255464648,204489600
2000-03-21,1.0138589143753052,1.027477099757203,0.9138352929008733,0.9208788255944554,524328000
2000-03-22,1.0833591222763062,1.0847686717784961,0.9885007844906426,0.9976581915298153,567996800
2000-03-23,1.0617578029632568,1.129849118093997,1.051896076611767,1.0669230057800925,562564800
2000-03-24,1.0420351028442383,1.081481234206168,1.0180854939744388,1.0702107533193743,446913600
2000-03-27,1.0486091375350952,1.0875856595968316,1.0284161020160993,1.0340517900053572,279182400
2000-03-28,1.0453228950500488,1.066923789293672,1.0302950519961274,1.031234216949472,202966400
2000-03-29,1.021372675895691,1.0476700814173594,1.0055235494774861,1.0472005995377762,239836800
2000-03-30,0.9448285698890686,1.034521597179753,0.9424806584119968,1.0035277612491347,414400000
2000-03-31,1.0204336643218994,1.0312336541241534,0.9467066474887701,0.9575075401408388,404633600
2000-04-03,1.0016493797302246,1.0481398302469898,0.9725345767191784,1.0180850601609321,328563200
2000-04-04,0.9565688967704773,0.9993020055864984,0.8772070506953639,0.9964846110461235,660329600
2000-04-05,0.9795792102813721,0.9983627074562961,0.9316800987167366,0.9502287545265474,457665600
2000-04-06,0.9406026601791382,1.010572345368756,0.9260444016517184,0.981457533697591,259627200
2000-04-07,0.9899091124534607,0.9908481763852055,0.9429498968686842,0.9560985976123723,242435200
2000-04-10,0.9391932487487793,0.997423783518129,0.9373150191466029,0.9894402794626889,212262400
2000-04-11,0.8973988890647888,0.9382536493679109,0.8870675777109599,0.9279232408639775,541822400
2000-04-12,0.8208546042442322,0.894112057162767,0.7879832888617978,0.894112057162767,941136000
2000-04-13,0.8551353812217712,0.9016258308481155,0.8152196851617382,0.8377605867404112,529827200
2000-04-14,0.8405779600143433,0.8865979735933303,0.8189761733145906,0.821324034409876,667620800
2000-04-17,0.9307407140731812,0.9312102963758169,0.8194458461569597,0.8227336746503874,409561600
2000-04-18,0.953281581401825,0.953281581401825,0.8969293969775056,0.9279233341550444,390924800
2000-04-19,0.9100782871246338,0.9786392242073311,0.8997469726408995,0.9481157660108568,520150400
2000-04-20,0.8931729793548584,0.9373148268774962,0.8795546889696743,0.9293321269931399,722120000
2000-04-24,0.9053826332092285,0.9053826332092285,0.8621799499617615,0.8640581792000344,443620800
2000-04-25,0.9640817642211914,0.9673695429135502,0.9171225256882064,0.9175921080418689,391641600
2000-04-26,0.911486804485321,0.9617337141691963,0.9016258774262961,0.9514024022907471,366912000
2000-04-27,0.9523418545722961,0.954220986817849,0.8759152830011246,0.8804939373867494,326603200
2000-04-28,0.9321494102478027,0.9579773411165942,0.9114868849827653,0.9551599474675792,249580800
2000-05-01,0.934027910232544,0.9401330835071343,0.9157139954757705,0.9382539513199536,226195200
2000-05-02,0.8856589198112488,0.9485850559243636,0.882841526271355,0.9260442022219068,236432000
2000-05-03,0.8645275235176086,0.9110171703673763,0.8386996967159157,0.8936423258186326,489798400
2000-05-04,0.8316555023193359,0.8659364175189366,0.8307163376408099,0.8649972528404105,399515200
2000-05-05,0.8499701023101807,0.8621796413132686,0.8318900833326353,0.8325944065052643,284076800
2000-05-08,0.8274292945861816,0.8541962365093079,0.8264901300406309,0.842221437128578,184900800
2000-05-09,0.7922094464302063,0.8358825135491769,0.7879833555082525,0.8288381759874768,327140800
2000-05-10,0.7461891770362854,0.7889222658005054,0.7419622345171902,0.7818779300630511,535091200
2000-05-11,0.7724865078926086,0.7832874002694471,0.7438412909625881,0.761685665674092,499744000
2000-05-12,0.8086459636688232,0.830246904322075,0.787161189734994,0.7964364201274396,306913600
2000-05-15,0.7588685154914856,0.811932876925263,0.7522937104122598,0.811932876925263,678932800
2000-05-16,0.7940875887870789,0.819445835327597,0.772017120538207,0.7852827953331887,440451200
2000-05-17,0.7616859078407288,0.7790607058678715,0.7541719882172365,0.7785911235101565,398092800
2000-05-18,0.7569902539253235,0.7884528745897333,0.7560510891860894,0.773895470023232,373777600
2000-05-19,0.7062734961509705,0.7457196074584076,0.7015769716120903,0.7457196074584076,740667200
2000-05-22,0.6757495403289795,0.7043956281065591,0.6461651402313247,0.7043956281065591,755507200
2000-05-23,0.6447560787200928,0.7015769844516911,0.6433473821559346,0.6799761010569608,517585600
2000-05-24,0.6588440537452698,0.6743405723280571,0.6236240230320654,0.647573625860043,678462400
2000-05-25,0.6556738615036011,0.6961769079464297,0.6461647463156586,0.6649490884314695,406750400
2000-05-26,0.6489822864532471,0.6752796992559356,0.6405301055309657,0.661191828202115,181148800
2000-05-30,0.6579048037528992,0.6621308935804164,0.6142326006355578,0.6583743358504054,713059200
