Price,Date,Close,High,Low,Open,Volume
Ticker,,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
24,2007-11-08,48.06327819824219,49.36707338822758,47.00093044317995,47.64477862597523,27990521
25,2007-11-12,49.222206115722656,50.09140291461179,45.34301816971738,46.614620085430204,35153735
26,2007-11-13,50.39724349975586,51.411303829058745,48.46569835198795,50.05922484544699,43830531
27,2007-11-14,49.73727798461914,51.99074629658337,49.4797361291415,51.28251165198775,36738579
28,2007-11-15,50.57429122924805,51.45958252432335,49.624613366162656,50.670866714888014,29242252
29,2007-11-16,50.220184326171875,51.363013399211226,49.64071819218804,50.348953122709595,18895294
30,2007-11-19,52.0390510559082,53.922308206052065,50.9767031078146,51.36300946785967,40716718
31,2007-11-20,51.2342414855957,53.27846074278146,50.606487636899615,51.82980204552199,26342171
32,2007-11-21,47.24237823486328,51.8458914555434,46.099544976320054,51.540066157965214,26814499
33,2007-11-22,45.61665725708008,48.64274741010353,43.63682483689468,46.74339165173236,34096185
34,2007-11-23,48.64274978637695,48.93248062873772,45.906390327885084,48.61055650025344,27664090
35,2007-11-26,49.029052734375,50.445517928597795,48.64274642670068,50.445517928597795,20159123
36,2007-11-27,47.82185745239258,49.8660772602611,47.32287662435764,49.8660772602611,20573198
37,2007-11-28,47.11361312866211,49.09345031950269,46.79168895016785,48.86810164800627,16435311
38,2007-11-29,45.842002868652344,48.54616436475616,45.24644242593084,48.288626838031966,25530967
39,2007-11-30,47.61259460449219,47.90232546982944,46.035167123099754,46.67901543112734,18437721
40,2007-12-03,48.288639068603516,48.88419966216892,47.82184727101483,48.19205919683893,16851227
41,2007-12-04,47.660888671875,49.01297204450488,47.30677118224562,48.61056679864794,14008727
42,2007-12-05,49.56023025512695,49.73729114631763,47.644784302908285,47.74135979528469,27725290
43,2007-12-06,48.64274978637695,51.39519933836742,48.01499598928242,50.63867676315426,24104710
44,2007-12-07,48.433502197265625,49.640717843276676,47.5643095519633,48.948581746172216,11742386
45,2007-12-10,48.481781005859375,49.07733706795141,47.854027295728784,48.90028056836321,8330010
46,2007-12-11,48.25645065307617,49.19002997619143,48.01500749883724,48.916393528112,11685950
47,2007-12-12,48.224239349365234,48.658837737965094,47.322853656722835,47.64477774214867,16342131
48,2007-12-13,47.41944122314453,48.93248655687527,47.24238467757807,48.288638221904904,14620172
49,2007-12-14,46.95263671875,47.69306472328018,46.71119365852001,47.25846634159124,10991851
50,2007-12-17,44.11971664428711,47.4838257990707,43.4597695089709,47.22628385612689,19355678
51,2007-12-18,43.926551818847656,45.391304657090274,42.55837445942605,43.62072219195642,21607783
52,2007-12-19,43.12174606323242,45.72933229096696,42.7515342009978,45.34302160301544,19526912
53,2007-12-20,42.68714904785156,44.039232134188076,42.49399369746414,43.68511471954037,17105204
54,2007-12-24,43.9909553527832,44.68309152833992,42.97689060209086,43.33100810500116,16711519
55,2007-12-26,45.32692337036133,45.87419607167151,44.232382334115904,44.232382334115904,20930094
56,2007-12-27,45.64886474609375,46.90436830324656,45.26255394402678,46.26051987738598,44565277
57,2007-12-28,46.002967834472656,46.19612317496375,45.06938441649492,45.55227058453504,18354518
58,2007-12-31,46.34100341796875,46.61463988692223,45.77763601510204,46.35710224930532,11982308
59,2008-01-01,47.19408416748047,47.628682589582,46.14783080919445,46.58242923129599,16687746
60,2008-01-02,46.936546325683594,47.548201257956606,46.244410366364775,47.19408386568007,13437280
61,2008-01-03,48.86809539794922,49.06125075361711,46.08345248339512,46.64681972370739,31815218
62,2008-01-04,48.61057662963867,50.22019793859585,48.288652367847234,49.576349415012984,28011310
63,2008-01-07,48.208152770996094,49.318788427417495,47.69307327685293,48.30472826585863,15858063
64,2008-01-08,46.566341400146484,48.93248482047358,46.002974127038875,48.25644321946929,13282666
65,2008-01-09,45.82590103149414,46.82386652309683,45.7132267335693,46.614616750593356,13113527
66,2008-01-10,44.73136901855469,47.32286092402945,44.42553934388435,46.035164384576305,18023003
67,2008-01-11,45.40740203857422,45.84200041221145,43.6207208061489,45.34301547715585,11629440
68,2008-01-14,46.099552154541016,46.58243841510566,44.763567706920696,45.48789709776767,10264240
69,2008-01-15,44.69917297363281,47.03312280737536,44.32896111465905,46.839971831476184,11558334
70,2008-01-16,43.78170394897461,44.74747663756772,42.67106797691862,44.37726464688239,14834065
71,2008-01-17,44.95671463012695,45.9546802542309,43.00907112561959,43.94265018053933,16169395
72,2008-01-18,42.86420822143555,44.63479085737784,42.493991995365576,44.58649874693374,13254156
73,2008-01-21,35.572628021240234,42.49399738506381,30.985206608541354,42.49399738506381,33202389
74,2008-01-22,31.999263763427734,33.80203961720713,25.415914097000133,32.06364814752252,58755707
75,2008-01-23,35.572628021240234,36.9408056861821,32.51434853489959,32.51434853489959,28425991
76,2008-01-24,35.65311050415039,38.180216107949086,33.96300861430983,37.48808001681339,29911930
77,2008-01-25,37.48808288574219,37.66513944596316,35.97503742678064,37.34321525183316,12550722
78,2008-01-28,37.89048385620117,38.18021472497536,33.96300738409289,36.972999133103045,13601109
79,2008-01-29,37.26272964477539,38.53433180257836,36.699362373967254,37.98705899295728,7679877
80,2008-01-30,35.202415466308594,37.5041722693116,34.7356237014921,37.343210194047394,9016102
81,2008-01-31,32.90065002441406,35.669198048994275,32.514341556218255,35.572620386148465,41538563
82,2008-02-01,34.04348373413086,34.284926819247026,33.15819242203822,33.46401989321452,9089201
83,2008-02-04,35.797969818115234,36.2164716034812,34.68733206005035,34.68733206005035,12009385
84,2008-02-05,36.90861129760742,37.39149751790569,35.089740741092406,35.8623578202945,14593303
85,2008-02-06,36.58668518066406,37.02128362880588,34.5424682680554,35.894549175447686,12429218
86,2008-02-07,34.86438751220703,37.327108067941936,34.63904108974965,36.08769946964521,11300078
87,2008-02-08,33.963008880615234,35.379474364217735,33.33525499863039,35.08974348267705,13514197
88,2008-02-11,31.56466293334961,34.445885187059055,31.226642213749283,34.445885187059055,15133331
89,2008-02-12,31.001300811767578,32.72359578646305,30.743761070244737,32.51434597451885,10237627
90,2008-02-13,30.55061149597168,31.95098032113531,29.922859803092262,31.54857510990645,10395753
91,2008-02-14,33.222572326660156,33.56059303686424,31.22664134571689,31.22664134571689,12514003
92,2008-02-15,34.1722526550293,34.44588902596069,32.20851468092637,33.093805996873364,12080990
93,2008-02-18,33.97909927368164,34.9448738572715,33.68936842683611,34.9448738572715,6977153
94,2008-02-19,33.608882904052734,34.67123283922573,33.35134319504299,34.590751816609405,7226542
95,2008-02-20,32.77188491821289,33.30306106690574,32.40167302506549,33.28696442303241,5604999
96,2008-02-21,32.99723815917969,33.5606054908504,32.59483292227204,33.30306570259187,3874365
97,2008-02-22,32.578731536865234,32.78798135634197,31.56466917746275,31.902689963930246,2691220
98,2008-02-25,32.85236358642578,33.25476873831487,32.0636499253607,32.965037902229795,6270186
99,2008-02-26,32.981143951416016,33.447933624101786,32.82018184475276,33.15820270538325,7139423
100,2008-02-27,34.912689208984375,36.63498243926364,33.46403024994417,33.46403024994417,43223132
101,2008-02-28,35.89455032348633,36.16818671561459,34.76781583409105,35.250702043831886,35763847
102,2008-02-29,35.37947463989258,36.37744045419862,34.800012872296065,35.669207706878865,16477462
103,2008-03-03,33.898624420166016,35.02536127589808,33.51231582621716,33.83424001837256,10049153
104,2008-03-04,33.0294189453125,34.25273091981944,32.19241762405113,34.12396215752921,11485198
105,2008-03-05,33.641082763671875,33.80204484037485,32.22461517877303,33.190387638990835,8581053
106,2008-03-07,31.918779373168945,33.15818791490302,30.582793173878514,33.15818791490302,14251925
107,2008-03-10,31.8055362701416,32.03202484933756,29.977447216467244,31.96731414017483,11713659
108,2008-03-11,34.42634582519531,34.74990163276941,30.80252121921611,31.546697821233924,19665129
109,2008-03-12,33.55274200439453,35.591143813517725,33.22918623133538,35.36465521122693,12262350
110,2008-03-13,28.94207191467285,33.002699762120834,28.14936065829294,32.67914396814919,47000084
111,2008-03-14,30.931934356689453,31.061355767257137,29.152377892994192,29.750954659685547,35798540
112,2008-03-17,29.718612670898438,30.349546147783716,29.08767919401316,30.349546147783716,19211273
113,2008-03-18,29.977455139160156,30.55985606405213,29.184741611090132,29.670075349457882,12632937
114,2008-03-19,30.155412673950195,33.58510326683311,29.961278291941163,31.38492311249581,16449023
115,2008-03-24,30.446603775024414,31.287849609344782,29.783314043454844,31.287849609344782,11636914
116,2008-03-25,31.595232009887695,31.78936417481396,30.673097095164987,31.239319749476387,13232423
117,2008-03-26,31.401100158691406,32.16145723291146,31.06136610011961,31.384921928425438,11448313
118,2008-03-27,31.967323303222656,32.274703099794735,30.931945077081867,30.931945077081867,17425122
119,2008-03-28,32.03203582763672,32.27470491010902,31.190791931697152,32.112924790376304,11599511
120,2008-03-31,31.8055362701416,32.1776266877697,31.38491336920465,32.03202484933756,9914705
121,2008-04-01,31.870250701904297,32.3232301074592,31.465805979580118,32.03202859083397,6034588
122,2008-04-02,32.387939453125,33.32625248574799,32.03202723484508,32.03202723484508,6087024
123,2008-04-03,32.12909698486328,32.614430670108796,31.87025191388171,32.468831003385766,3883474
124,2008-04-04,31.967323303222656,32.33941382750602,31.352568098585337,32.33941382750602,5906537
125,2008-04-07,31.83789825439453,32.161454050686025,31.465807772107407,32.01585438120549,4088729
126,2008-04-08,31.029008865356445,31.85407658745437,30.80252024606077,31.789363672581448,5753811
127,2008-04-09,31.10989761352539,31.38491872294418,30.753985361038527,31.12607584213901,3776374
128,2008-04-10,31.724653244018555,31.951141865399283,30.948120200926567,31.06136341449033,7075297
129,2008-04-11,31.870250701904297,32.19380647976364,31.546694924044953,32.03202859083397,4012660
130,2008-04-15,32.355587005615234,32.51736489675825,31.12607459407771,31.676118985113344,6362785
131,2008-04-16,31.918779373168945,32.90562474861624,31.789355769850573,32.67913618562489,4725794
132,2008-04-17,33.14830017089844,33.90865498716184,32.04820913027328,32.40412138929237,14831167
133,2008-04-21,33.682159423828125,34.264560184811856,33.326249432409504,33.64980516692794,7639361
134,2008-04-22,34.232200622558594,34.62046922409618,33.32624640364437,33.64980210875733,8814769
135,2008-04-23,34.26457214355469,34.669016952858776,33.811594834835525,34.29692860600043,5265604
136,2008-04-24,33.051231384277344,34.68518853971219,32.76003205506258,34.620477821470374,8801780
137,2008-04-25,33.32625198364258,33.79540739575913,32.87327260408807,33.64980774293026,4095990
138,2008-04-28,33.4556770324707,34.10278862111982,33.326255592442145,33.358609855322705,4708244
139,2008-04-29,33.92483139038086,34.24838717416646,33.48803239882215,33.64981029071495,6497143
140,2008-04-30,34.15131378173828,34.588114888015156,33.97335988846141,34.26455916314419,6331377
141,2008-05-02,34.45869827270508,35.42936558244291,34.393985363320155,34.66900864544707,5658418
142,2008-05-05,34.29692459106445,35.10581411498076,34.07043376896527,34.911679751539545,7642293
143,2008-05-06,34.00571060180664,34.68517843095226,33.81157850365965,34.02188882521534,5061166
144,2008-05-07,33.52039337158203,34.19986153126561,33.00270533043346,33.97337287612226,4303106
145,2008-05-08,33.115943908691406,33.45567794080675,32.921811743377795,33.26154358123992,3642073
146,2008-05-09,32.921810150146484,33.779232109190254,32.420298240746895,32.67914330955828,8621761
147,2008-05-12,32.921810150146484,33.1644769907347,32.193807434128736,32.921810150146484,4890395
148,2008-05-13,33.01887130737305,33.26153811986029,32.74385023643922,33.06740598642221,5056766
149,2008-05-14,33.06740188598633,33.24535796526057,32.35557976314195,32.35557976314195,2982486
150,2008-05-15,33.08358383178711,33.4556720622815,32.355583402708916,32.355583402708916,2646760
151,2008-05-16,33.34242630004883,33.43949346168961,32.93798162175626,33.32625026831938,4422288
152,2008-05-20,33.27772521972656,33.407148870782336,32.93799115280365,33.00270407545826,3464912
153,2008-05-21,33.48802947998047,33.97336311335683,32.51736221322775,32.51736221322775,3419088
154,2008-05-22,33.03505325317383,33.19683114638006,32.67914320467197,32.67914320467197,3558000
155,2008-05-23,32.485008239746094,33.29389769045414,32.355586805334035,32.840920475758864,4417028
156,2008-05-26,32.242340087890625,32.43647442583414,30.737804454460797,30.737804454460797,2605807
157,2008-05-27,31.271678924560547,32.64679120451197,31.126079239651666,32.29087891317612,3316550
158,2008-05-28,32.4202995300293,32.614431693668195,30.834874791919,31.38491921360902,4505700
159,2008-05-29,32.95415496826172,33.32624533374766,31.99966610767167,32.760022867977845,11026212
160,2008-05-30,31.902599334716797,33.16446787550367,31.773177933009045,33.035044279543406,4023430
161,2008-06-02,30.543678283691406,32.355591811313566,30.090698804659166,31.708477956374164,4431595
162,2008-06-03,29.41122817993164,30.414249777240354,29.136204890365427,30.090693998575663,6240766
163,2008-06-04,28.505273818969727,29.589184446810574,28.327317687756086,29.281806871579683,5762089
164,2008-06-05,28.456737518310547,28.667050095730644,27.502248388605334,28.472915746458725,9721099
165,2008-06-06,28.149354934692383,29.330334659112516,27.744910274463443,28.31113279878396,6317089
166,2008-06-09,27.761083602905273,28.440551389938665,26.531571613834156,27.825794298276946,6500809
167,2008-06-10,27.566965103149414,27.793455957982655,26.936031622158385,27.502254370734313,6717902
168,2008-06-11,27.696386337280273,28.149363618779226,27.50225196277879,27.825807790779006,2586175
169,2008-06-12,27.890512466430664,28.052290345331606,26.531578722513327,27.34046811701804,3244212
170,2008-06-13,27.712554931640625,28.11699957601207,27.421353471141614,27.841976340138437,4248430
171,2008-06-16,28.683223724365234,29.120022648804273,27.858156163643383,27.955223322714087,4354615
172,2008-06-17,29.540653228759766,29.767141862691183,28.181719230917917,29.087675960896924,4736084
173,2008-06-18,29.50830078125,30.155414700006688,29.443590047650417,29.443590047650417,5055019
174,2008-06-19,28.87735939025879,29.44358199432741,28.408203957166823,28.92589407287363,4221271
175,2008-06-20,28.214075088500977,29.233277290092754,27.84198675420373,29.120031869609182,3837789
176,2008-06-23,27.227224349975586,28.084648475903904,26.95220325597269,27.987581303916336,4516050
177,2008-06-24,26.385976791381836,27.631667229029294,26.110953543302973,27.22722037245632,5238203
178,2008-06-25,25.657987594604492,26.191853904109045,25.075586587892634,25.884476265477524,3933879
179,2008-06-26,27.113988876342773,28.278790883841754,25.803587166469836,25.803587166469836,18253250
180,2008-06-27,25.916824340820312,26.790426739187314,25.771224672510197,26.2080258716937,6821283
181,2008-06-30,25.399139404296875,26.143318257026976,24.671138782023533,25.900651382935862,4596315
182,2008-07-01,23.603397369384766,25.399132164662976,22.69744085882296,25.399132164662976,6202295
183,2008-07-02,24.638778686523438,24.897623752887807,22.859221872366383,23.61957884338927,5245963
184,2008-07-03,23.991661071777344,24.638772477487947,23.29601718833946,24.42846214833302,4726793
185,2008-07-04,24.315217971801758,24.784373325190483,23.457796194720732,23.619574054113578,4862814
186,2008-07-07,24.849084854125977,25.852108493324295,24.638774507642164,24.638774507642164,5528014
187,2008-07-08,25.577098846435547,26.208032361517837,22.972471429146022,22.972471429146022,8354280
188,2008-07-09,27.356643676757812,27.46988686439664,25.916818939505696,25.916818939505696,6860769
189,2008-07-10,28.553796768188477,28.89353068799878,26.596284367617216,27.356641131275865,7216175
190,2008-07-11,27.194875717163086,29.18474328059963,26.984563101954134,28.828833168655514,6040791
191,2008-07-14,27.21104621887207,28.18171574794075,26.531580401052963,26.531580401052963,5942149
192,2008-07-15,26.07860565185547,26.822784513621645,25.884473466777404,26.531585138877833,3693378
193,2008-07-16,25.366779327392578,26.531581034690813,24.929978138592464,26.07860161774012,6973872
194,2008-07-17,26.661001205444336,26.855135545526995,25.884468233619717,25.884468233619717,5038238
195,2008-07-18,28.149354934692383,28.375843505570046,26.353620204425347,27.146331299623526,5983177
196,2008-07-21,29.73478889465332,29.91274504131072,28.165542229929056,28.634697748023363,8754188
197,2008-07-22,30.94811248779297,31.223133532979073,29.47593352434652,29.734778538950177,12631056
198,2008-07-23,33.13212966918945,33.77924142250735,31.74083896070524,32.32323997754209,12798869
199,2008-07-24,31.967323303222656,33.746880383676746,29.97745580914354,29.97745580914354,10764301
200,2008-07-25,32.03203582763672,33.06741630610625,30.818701386542926,31.627591013938787,10710381
201,2008-07-28,31.773191452026367,32.66297000154902,31.41727915451593,32.032034365575655,5533881
202,2008-07-29,30.495141983032227,31.546698376145063,30.25247512308311,31.06136465624683,5145929
203,2008-07-30,31.773191452026367,32.032034365575655,30.770167482135825,30.770167482135825,7354746
204,2008-07-31,30.656917572021484,32.32323120091848,30.25247283601539,32.32323120091848,6006517
205,2008-08-01,31.54669189453125,31.676115509797917,29.120023793625652,30.171579970684743,4699412
206,2008-08-04,31.7408390045166,32.32324002215733,30.915771079046717,30.915771079046717,4301346
207,2008-08-05,33.16448211669922,33.40714899479448,31.54670073514404,31.870256572604386,9161115
208,2008-08-06,32.32323455810547,34.34545844817012,32.0967459212689,34.34545844817012,8616591
209,2008-08-07,32.242340087890625,32.970340563799354,31.23931633227074,31.23931633227074,4809365
210,2008-08-08,31.69229507446289,32.48500624872041,31.579049680603415,31.870248987309303,4883824
211,2008-08-11,31.983489990234375,32.45264533963043,31.740823203210283,32.096735368546675,2714705
212,2008-08-12,31.43346405029297,32.355599256664526,31.190797121695603,32.19381911001237,5801276
213,2008-08-13,31.562877655029297,31.87025524900023,30.81869882092632,31.061365688943376,2754609
214,2008-08-14,30.802520751953125,31.708475244014984,30.737807836017375,31.384919441349115,2566362
215,2008-08-18,30.446603775024414,31.384914579706233,30.155404475434302,30.73780307461453,2963058
216,2008-08-19,29.880386352539062,30.5760304625797,29.26562900030819,30.398076523443667,2941144
217,2008-08-20,30.220117568969727,30.46278440250553,30.009804996686867,30.0906939411988,3319410
218,2008-08-21,29.896556854248047,30.39806866626043,29.54064467946437,30.09068897246876,4138486
219,2008-08-22,29.589176177978516,30.93193370712052,28.828821566918634,30.93193370712052,4139879
220,2008-08-25,29.91273307800293,30.317177706719036,29.70242055451903,30.317177706719036,2034227
221,2008-08-26,29.961271286010742,30.058338454317763,29.411226924608243,29.60535906696932,1489491
222,2008-08-27,29.362689971923828,30.33335719140037,29.20091210201107,30.123046838214904,4297168
223,2008-08-28,28.92589569091797,29.767139433182383,28.553805213735796,29.44358364132996,7382078
224,2008-08-29,30.123048782348633,30.23629417629751,29.314159380579337,29.44358080716125,2219080
225,2008-09-01,30.106754302978516,30.237156220083243,29.50364046189703,30.05785192590687,3417069
226,2008-09-02,31.687881469726562,31.81828335520498,30.057844635990634,30.31865061782342,5030404
227,2008-09-04,31.01957130432129,31.59008350457396,30.758765284887673,31.329277485140345,2813325
228,2008-09-05,30.334957122802734,30.67726490028589,29.99264934531958,30.644663317334594,3330688
229,2008-09-08,31.932395935058594,33.22012321884778,31.62268749808737,31.94869451731889,8377948
230,2008-09-09,32.04649353027344,32.30729955906494,31.312977817915293,31.93239241265465,3737279
231,2008-09-10,31.769380569458008,32.30729106609707,31.45967224806654,31.883481657081806,3847698
232,2008-09-11,30.921768188476562,31.62268227981104,30.677262964400413,31.62268227981104,2567354
233,2008-09-12,31.23147201538086,32.07909094613527,30.726160814772506,31.133669490928266,6093354
234,2008-09-15,29.259136199951172,30.563164258661875,28.378917702496757,30.09045452955456,6770268
235,2008-09-16,29.82963752746582,30.090443485661417,27.71059270979969,28.118101328581638,4654621
236,2008-09-17,29.063528060913086,30.253452564912813,28.688618735318144,30.253452564912813,4674190
237,2008-09-18,28.998321533203125,29.568833639440488,26.911878143313984,28.68861540342088,6603710
238,2008-09-19,30.758758544921875,30.921761994990472,29.34062764497477,29.68293533229398,9821730
239,2008-09-22,30.0904541015625,32.92671685761791,29.84594884403197,31.622686606578537,4162514
240,2008-09-23,29.73183822631836,30.4001528754401,29.177626887123257,29.73183822631836,6569683
241,2008-09-24,30.416460037231445,30.742467035756924,29.438439041655023,29.829646997710302,5730103
242,2008-09-25,29.47102928161621,30.628354123069506,28.770113178063216,30.497950047329702,10926783
243,2008-09-26,28.998321533203125,29.6340367917112,28.49301257923647,29.6340367917112,4967945
244,2008-09-29,27.922504425048828,29.829643837874904,27.384591607936688,29.829643837874904,7859964
245,2008-09-30,27.971399307250977,29.0146209529993,26.406565733190593,26.406565733190593,6616439
246,2008-10-01,28.900531768798828,29.17763642352713,27.75950492922782,28.330019454451683,3743739
247,2008-10-03,29.30804443359375,29.666650894852644,28.52562611553643,29.047238327574643,4681406
248,2008-10-06,28.70492172241211,29.3406348925348,28.118108715038726,28.98202854032842,5560277
249,2008-10-07,29.65033721923828,30.286052517418298,28.68861719373986,28.68861719373986,9928258
250,2008-10-08,29.422128677368164,29.666633846715044,27.417184962198327,28.656013806606722,9985473
251,2008-10-10,29.24283218383789,29.91114693243944,27.074886659537306,29.308035348287852,9025179
252,2008-10-13,29.82963752746582,30.05784191180856,29.19392452434113,29.38952954570677,6805621
253,2008-10-14,29.112428665161133,30.93806852942204,28.884224234847572,29.992647016871278,5099383
254,2008-10-15,28.867918014526367,29.487330238990005,28.558211902294545,28.949419739370306,5495022
255,2008-10-16,27.759496688842773,28.46041293635743,27.22158612220163,28.46041293635743,6651066
256,2008-10-17,25.673049926757812,28.525610292772313,25.2981406664133,28.330007479913927,5586092
257,2008-10-20,25.96646499633789,26.99338844001872,25.15144744304038,25.770862110072454,7922965
258,2008-10-21,26.17837142944336,27.547600505194303,25.428554822689353,26.227271599304352,8047276
259,2008-10-22,24.74393081665039,26.113159429642096,24.499425628227733,25.917556605429514,5408099
260,2008-10-23,23.537708282470703,24.35272566792837,23.17909974851887,24.124521242175458,6641370
261,2008-10-24,20.48954200744629,23.14649775183014,20.212435217031533,22.820490803519185,9905588
262,2008-10-27,18.908409118652344,20.21243702878336,16.952367253455822,20.114634493348273,12878172
263,2008-10-29,21.40236473083496,22.755292860614006,19.560423903144713,21.516465851283904,13094201
264,2008-10-31,22.771589279174805,23.472505502509353,21.646865817168184,22.52708408261354,8097887
265,2008-11-03,23.47250747680664,24.09191980917754,22.65748787550762,24.05931822921016,4951148
266,2008-11-04,24.499431610107422,24.695036692955636,23.03240012137517,23.14650124397292,4515828
267,2008-11-05,23.602909088134766,25.689354908791437,23.14649802851793,25.689354908791437,6145587
268,2008-11-06,22.820493698120117,24.369029109892868,22.34778400528493,23.14650068778251,4896229
269,2008-11-07,24.59722900390625,25.330744594764706,22.49448254141123,22.65748600604644,8250147
270,2008-11-10,25.151447296142578,25.721959580118742,24.597235805312483,25.363350974411656,3775177
271,2008-11-11,24.858036041259766,25.901257816889412,24.28752389089773,25.26554472008979,8900004
272,2008-11-12,23.814807891845703,25.395942173669052,23.52140257872675,25.395942173669052,5705390
273,2008-11-14,23.73331642150879,24.776540676257586,23.439910981658592,23.602914495103512,4038880
274,2008-11-17,24.711328506469727,25.526347987877987,22.49448108844639,25.526347987877987,5361538
275,2008-11-18,23.374706268310547,24.64613258484765,22.91829517736358,24.64613258484765,6392448
276,2008-11-19,22.80419158935547,24.206021870205173,22.51078401752587,23.472506256945262,5606729
277,2008-11-20,22.55968475341797,22.983491975061984,21.597962583550377,22.820488517237088,5080395
278,2008-11-21,23.994117736816406,24.743934192451444,21.842470900798677,22.41298308495287,8350092
279,2008-11-24,24.59722900390625,24.988436876855562,23.374703019142164,24.71133010262531,5420119
280,2008-11-25,23.994117736816406,25.151442895418725,23.798514885917836,24.858037513632766,5453771
281,2008-11-26,24.53203010559082,24.906937221159374,23.55400923623684,24.254923308256725,5246053
282,2008-11-27,24.53203010559082,24.53203010559082,24.53203010559082,24.53203010559082,0
283,2008-11-28,24.140819549560547,24.61353139650815,23.17909948771663,23.79851402022074,8464961
284,2008-12-01,23.945219039916992,25.55895316009493,23.84741650305365,24.613533795794094,5733003
285,2008-12-02,23.73331642150879,23.994122485195987,22.98349981748683,23.76591800854843,5879324
286,2008-12-03,24.45052719116211,24.760233342728327,23.228001163235415,23.96151677999143,6430656
287,2008-12-04,25.624160766601562,25.75456491989869,21.679474372428743,21.679474372428743,4648185
288,2008-12-05,25.314443588256836,26.536969562499237,24.466824695098385,24.466824695098385,5338962
289,2008-12-08,25.379642486572266,26.210960524254162,24.287520697432026,25.999056923475308,11709287
290,2008-12-10,24.97213363647461,26.569568759590496,24.613527376010385,26.569568759590496,11172070
291,2008-12-11,24.695030212402344,25.412244976504457,24.303820149368583,25.412244976504457,9867592
292,2008-12-12,23.928913116455078,24.206019876322472,23.40730117230794,24.091916572641576,9847702
293,2008-12-15,24.32012939453125,24.858042312825397,24.124526505868808,24.743938969614828,5741641
294,2008-12-16,25.249248504638672,25.558954714477263,23.146501572264278,24.450531791620268,9183505
295,2008-12-17,25.21664810180664,25.917564515737386,24.548333273966282,25.917564515737386,8720755
296,2008-12-18,25.96646499633789,26.24357184880969,24.646136117820603,24.646136117820603,12640018
297,2008-12-19,27.22159194946289,27.547598959245327,25.93386470299758,26.73258143478924,10050607
298,2008-12-22,27.237890243530273,27.46609468726893,26.292468675361086,26.292468675361086,6524631
299,2008-12-23,26.683679580688477,27.498697121146165,26.488076697504578,27.058588975824957,5151765
300,2008-12-24,26.227270126342773,27.042287650764415,22.005477581137434,22.005477581137434,13318746
301,2008-12-26,26.276166915893555,27.661696529313033,25.59155360990615,27.661696529313033,5480531
302,2008-12-29,26.830379486083984,27.042283122600253,25.754556091816106,26.56957347976508,3418418
303,2008-12-30,26.781478881835938,27.221589184692885,25.787157160812832,26.765178090827106,4868199
304,2008-12-31,27.107484817504883,27.5149935226947,26.504373260349684,27.5149935226947,4396180
305,2009-01-02,27.498693466186523,27.955104554705375,26.977083636148762,27.955104554705375,3976548
306,2009-01-05,26.879281997680664,27.95510548611244,26.5369742226056,27.95510548611244,4505326
